id,y
1,76.15569305419922
2,93.0376205444336
3,76.7450942993164
4,75.07793426513672
5,109.2370834350586
8,92.82511901855469
10,109.49385833740234
11,92.4897232055664
12,113.20450592041016
14,92.64478302001953
15,112.6758041381836
16,103.6342544555664
17,92.28368377685547
19,92.60253143310547
20,107.1491470336914
21,92.57438659667969
22,113.6825942993164
23,92.26062774658203
26,92.43579864501953
28,92.91121673583984
29,92.26062774658203
33,92.26062774658203
35,92.67440032958984
41,92.14862060546875
42,92.53217315673828
43,111.82569122314453
45,101.94900512695312
46,103.71331787109375
51,92.42029571533203
53,78.6238784790039
55,111.73884582519531
56,93.16590881347656
57,103.2624282836914
58,92.60535430908203
59,104.88367462158203
63,110.2702865600586
64,92.44739532470703
65,108.343017578125
69,92.3126449584961
71,92.83039093017578
72,107.53470611572266
73,92.40682220458984
76,103.60367584228516
77,102.85193634033203
78,114.05054473876953
82,92.59026336669922
83,108.343017578125
84,92.60357666015625
85,101.5407943725586
87,108.22004699707031
88,92.14862060546875
89,109.67173767089844
91,92.75981903076172
93,93.03670501708984
94,101.69493103027344
95,92.90790557861328
96,108.90736389160156
97,92.676025390625
98,110.26472473144531
99,92.80165100097656
101,103.29144287109375
103,109.67173767089844
104,92.3556900024414
105,108.48287963867188
110,93.06758880615234
111,109.01722717285156
113,109.5390625
114,92.39363861083984
115,106.73735809326172
117,109.67173767089844
120,93.66116333007812
121,110.40047454833984
122,92.29156494140625
123,112.36451721191406
126,109.03961944580078
132,107.67195892333984
135,109.57691192626953
137,102.42449188232422
138,92.28810119628906
140,93.23640441894531
142,108.63106536865234
144,109.75292205810547
148,91.86412048339844
149,108.56987762451172
155,91.87529754638672
156,108.4812240600586
157,92.676025390625
162,110.31377410888672
163,92.53799438476562
167,92.42932891845703
172,111.82569122314453
179,111.63404083251953
180,92.62686920166016
181,108.86420440673828
182,93.29976654052734
183,109.67173767089844
185,109.67173767089844
187,110.30399322509766
188,92.4977035522461
189,92.09410858154297
191,92.84046173095703
192,109.4912338256836
193,92.5310287475586
194,110.01696014404297
195,93.05472564697266
196,109.2943344116211
198,93.44974517822266
199,109.44590759277344
201,107.09432220458984
204,92.21717071533203
205,105.51473236083984
206,92.61524200439453
210,92.63709259033203
211,103.29144287109375
216,109.2695541381836
219,113.07937622070312
220,92.502197265625
221,109.18772888183594
226,108.86420440673828
227,92.97325897216797
228,108.69681549072266
230,108.49504852294922
231,92.676025390625
235,113.7621078491211
236,92.87676239013672
238,109.09362030029297
242,100.99120330810547
243,92.81312561035156
244,75.70236206054688
245,109.94793701171875
